Model's parameters: 
{'source': PosixPath('/home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4'), 'classes': [0], 'project': '/home/lucas/Documents/computer_vision/src/src/computer_vision/experimentation/predict', 'name': 'GX010126', 'stream': True, 'save': False, 'save_txt': True, 'save_conf': True, 'show': False}

video 1/1 (frame 19628/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.8ms
video 1/1 (frame 19629/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19630/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.9ms
video 1/1 (frame 19631/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.7ms
video 1/1 (frame 19632/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.5ms
video 1/1 (frame 19633/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 45.8ms
video 1/1 (frame 19634/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 14.0ms
video 1/1 (frame 19635/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 18.3ms
video 1/1 (frame 19636/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 15.2ms
video 1/1 (frame 19637/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.7ms
video 1/1 (frame 19638/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19639/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19640/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19641/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 13.5ms
video 1/1 (frame 19642/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 39.0ms
video 1/1 (frame 19643/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19644/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 16.8ms
video 1/1 (frame 19645/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 32.1ms
video 1/1 (frame 19646/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 21.9ms
video 1/1 (frame 19647/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 25.2ms
video 1/1 (frame 19648/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.8ms
video 1/1 (frame 19649/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.6ms
video 1/1 (frame 19650/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 15.0ms
video 1/1 (frame 19651/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 22.7ms
video 1/1 (frame 19652/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19653/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.2ms
video 1/1 (frame 19654/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19655/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.0ms
video 1/1 (frame 19656/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.9ms
video 1/1 (frame 19657/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.7ms
video 1/1 (frame 19658/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19659/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.9ms
video 1/1 (frame 19660/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19661/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 38.6ms
video 1/1 (frame 19662/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19663/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 12.1ms
video 1/1 (frame 19664/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 23.5ms
video 1/1 (frame 19665/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.8ms
video 1/1 (frame 19666/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19667/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.1ms
video 1/1 (frame 19668/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.9ms
video 1/1 (frame 19669/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.6ms
video 1/1 (frame 19670/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.5ms
video 1/1 (frame 19671/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19672/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19673/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.7ms
video 1/1 (frame 19674/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.1ms
video 1/1 (frame 19675/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19676/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.0ms
video 1/1 (frame 19677/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19678/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19679/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 14.9ms
video 1/1 (frame 19680/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.9ms
video 1/1 (frame 19681/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 12.5ms
video 1/1 (frame 19682/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 12.2ms
video 1/1 (frame 19683/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 12.7ms
video 1/1 (frame 19684/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.6ms
video 1/1 (frame 19685/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.5ms
video 1/1 (frame 19686/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.6ms
video 1/1 (frame 19687/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.8ms
video 1/1 (frame 19688/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19689/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.9ms
video 1/1 (frame 19690/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19691/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.7ms
video 1/1 (frame 19692/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.2ms
video 1/1 (frame 19693/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 18.2ms
video 1/1 (frame 19694/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 21.6ms
video 1/1 (frame 19695/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 15.7ms
video 1/1 (frame 19696/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 17.8ms
video 1/1 (frame 19697/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.7ms
video 1/1 (frame 19698/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19699/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19700/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 13.8ms
video 1/1 (frame 19701/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19702/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19703/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19704/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.8ms
video 1/1 (frame 19705/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 13.3ms
video 1/1 (frame 19706/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 12.0ms
video 1/1 (frame 19707/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 19.4ms
video 1/1 (frame 19708/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 38.0ms
video 1/1 (frame 19709/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 44.1ms
video 1/1 (frame 19710/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 13.4ms
video 1/1 (frame 19711/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19712/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19713/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19714/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19715/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19716/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 16.4ms
video 1/1 (frame 19717/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19718/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19719/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 13.3ms
video 1/1 (frame 19720/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 13.1ms
video 1/1 (frame 19721/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 34.0ms
video 1/1 (frame 19722/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19723/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 34.1ms
video 1/1 (frame 19724/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 20.3ms
video 1/1 (frame 19725/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.8ms
video 1/1 (frame 19726/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19727/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19728/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19729/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 13.5ms
video 1/1 (frame 19730/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.1ms
video 1/1 (frame 19731/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 15.9ms
video 1/1 (frame 19732/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.5ms
video 1/1 (frame 19733/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19734/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 13.0ms
video 1/1 (frame 19735/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 22.5ms
video 1/1 (frame 19736/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19737/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 11.5ms
video 1/1 (frame 19738/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 12.1ms
video 1/1 (frame 19739/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 17.3ms
video 1/1 (frame 19740/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 17.2ms
video 1/1 (frame 19741/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 3 persons, 15.1ms
video 1/1 (frame 19742/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 12.4ms
video 1/1 (frame 19743/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 40.3ms
video 1/1 (frame 19744/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 11.9ms
video 1/1 (frame 19745/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 13.3ms
video 1/1 (frame 19746/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.1ms
video 1/1 (frame 19747/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 11.6ms
video 1/1 (frame 19748/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19749/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 11.5ms
video 1/1 (frame 19750/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 11.8ms
video 1/1 (frame 19751/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 16.9ms
video 1/1 (frame 19752/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 3 persons, 20.8ms
video 1/1 (frame 19753/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 20.9ms
video 1/1 (frame 19754/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 3 persons, 32.9ms
video 1/1 (frame 19755/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 20.3ms
video 1/1 (frame 19756/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 16.9ms
video 1/1 (frame 19757/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.7ms
video 1/1 (frame 19758/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 18.5ms
video 1/1 (frame 19759/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 29.4ms
video 1/1 (frame 19760/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 16.7ms
video 1/1 (frame 19761/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 19.2ms
video 1/1 (frame 19762/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 17.9ms
video 1/1 (frame 19763/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 15.5ms
video 1/1 (frame 19764/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 14.6ms
video 1/1 (frame 19765/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.2ms
video 1/1 (frame 19766/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 39.2ms
video 1/1 (frame 19767/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 12.7ms
video 1/1 (frame 19768/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 13.1ms
video 1/1 (frame 19769/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 12.4ms
video 1/1 (frame 19770/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 11.9ms
video 1/1 (frame 19771/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19772/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19773/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 13.1ms
video 1/1 (frame 19774/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 16.2ms
video 1/1 (frame 19775/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 16.2ms
video 1/1 (frame 19776/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 11.5ms
video 1/1 (frame 19777/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 11.6ms
video 1/1 (frame 19778/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19779/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 22.9ms
video 1/1 (frame 19780/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.8ms
video 1/1 (frame 19781/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.1ms
video 1/1 (frame 19782/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 2 persons, 25.2ms
video 1/1 (frame 19783/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.0ms
video 1/1 (frame 19784/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 27.5ms
video 1/1 (frame 19785/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 23.3ms
video 1/1 (frame 19786/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 13.7ms
video 1/1 (frame 19787/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 19.5ms
video 1/1 (frame 19788/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 14.8ms
video 1/1 (frame 19789/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 14.0ms
video 1/1 (frame 19790/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.7ms
video 1/1 (frame 19791/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 14.9ms
video 1/1 (frame 19792/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.5ms
video 1/1 (frame 19793/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.5ms
video 1/1 (frame 19794/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.8ms
video 1/1 (frame 19795/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 12.0ms
video 1/1 (frame 19796/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 24.1ms
video 1/1 (frame 19797/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 24.6ms
video 1/1 (frame 19798/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 16.2ms
video 1/1 (frame 19799/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 23.2ms
video 1/1 (frame 19800/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 22.1ms
video 1/1 (frame 19801/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.7ms
video 1/1 (frame 19802/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 20.6ms
video 1/1 (frame 19803/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.8ms
video 1/1 (frame 19804/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 19.1ms
video 1/1 (frame 19805/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 29.2ms
video 1/1 (frame 19806/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 43.7ms
video 1/1 (frame 19807/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 22.2ms
video 1/1 (frame 19808/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 12.0ms
video 1/1 (frame 19809/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.9ms
video 1/1 (frame 19810/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.5ms
video 1/1 (frame 19811/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 14.0ms
video 1/1 (frame 19812/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19813/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.5ms
video 1/1 (frame 19814/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.9ms
video 1/1 (frame 19815/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.6ms
video 1/1 (frame 19816/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.8ms
video 1/1 (frame 19817/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.8ms
video 1/1 (frame 19818/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19819/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 13.1ms
video 1/1 (frame 19820/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 12.1ms
video 1/1 (frame 19821/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.5ms
video 1/1 (frame 19822/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19823/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.7ms
video 1/1 (frame 19824/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 18.8ms
video 1/1 (frame 19825/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.5ms
video 1/1 (frame 19826/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 11.6ms
video 1/1 (frame 19827/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 20.9ms
video 1/1 (frame 19828/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 11.6ms
video 1/1 (frame 19829/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 13.4ms
video 1/1 (frame 19830/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 12.3ms
video 1/1 (frame 19831/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 (no detections), 14.6ms
video 1/1 (frame 19832/40362) /home/lucas/Documents/computer_vision/videos/chantier_1/GX010126.MP4: 384x640 1 person, 13.5ms
